filename,level_1,grapheme,phoneme,filenameFixed,level_1,graphemeFixed,phonemeFixed
A_Cabana_-_Frases,4297,nem,\n\\e~j~\.\t\\e~\.\t\\ow\,A_Cabana_-_Frases,4297,nem,\n\\e~j~\'\t\\e~\.\t\\ow\
A_Cabana_-_Frases,4297,se,\e\\s\.\p\\l\\i\.\k\\a\\X\,A_Cabana_-_Frases,4297,se,\e\\s\.\p\\l\\i\'\k\\a\\X\
A_Cabana_-_Frases,4299,Em,\e~j~\.\v\\e\\z\,A_Cabana_-_Frases,4299,Em,'\e~j~\.\v\\e\\z\
A_Cabana_-_Frases,4299,"disso,",'\a\.\p\\o~\.\t\\ow\,A_Cabana_-_Frases,4299,"disso,",\a\.\p\\o~\'\t\\ow\
A_Cabana_-_Frases,4299,apontou,\p\\a\.\r\\a\,A_Cabana_-_Frases,4299,apontou,'\p\\a\.\r\\a\
A_Cabana_-_Frases,4299,para,'\u~\,A_Cabana_-_Frases,4299,para,\u~\
A_Cabana_-_Frases,4299,dos,\p\\r\\a\.\t\\u\\z\,A_Cabana_-_Frases,4299,dos,'\p\\r\\a\.\t\\u\\z\
A_Cabana_-_Frases,4299,pratos,'\i\,A_Cabana_-_Frases,4299,pratos,\i\
A_Cabana_-_Frases,4299,e,\p\\e\\R\.\g\\u~\.\t\\ow\,A_Cabana_-_Frases,4299,e,\p\\e\\R\.\g\\u~\'\t\\ow\
A_Cabana_-_Frases,4317,em,\e~j~\.\n\\O\\js\,A_Cabana_-_Frases,4317,em,'\e~j~\.\n\\O\\js\
A_Cabana_-_Frases,4318,em,\e~j~\.\k\\o\.\m\\u~\.\J\\a~\\w~\,A_Cabana_-_Frases,4318,em,\e~j~\.\k\\o\'\m\\u~\.\J\\a~\\w~\
A_Cabana_-_Frases,4318,comunhão,\t\\a~\.\b\\e~j~\\pau\,A_Cabana_-_Frases,4318,comunhão,\t\\a~\'\b\\e~j~\\pau\
A_Cabana_-_Frases,4318,"também,",\Z\\a\,A_Cabana_-_Frases,4318,"também,",'\Z\\a\
A_Cabana_-_Frases,4318,já,'\k\\i\,A_Cabana_-_Frases,4318,já,\k\\i\
A_Cabana_-_Frases,4318,que,\s\\a~\\w~\,A_Cabana_-_Frases,4318,que,'\s\\a~\\w~\
A_Cabana_-_Frases,4318,feitos,'\a\,A_Cabana_-_Frases,4318,feitos,\a\
A_Cabana_-_Frases,4318,à,\n\\O\.\s\\a\,A_Cabana_-_Frases,4318,à,'\n\\O\.\s\\a\
A_Cabana_-_Frases,4318,nossa,'\i~\.\m\\a\.\Z\\e~j~\,A_Cabana_-_Frases,4318,nossa,\i~\'\m\\a\.\Z\\e~j~\
A_Cabana_-_Frases,4319,é,\E\\p\\e\\X\.\f\\e\\j\.\t\\a\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases,4319,é,\E\\p\\e\\X\.\f\\e\\j\.\t\\a\'\m\\e~\.\tS\\i\
A_Cabana_-_Frases,4319,perfeitamente,\n\\a\.\t\\u\.\r\\a\\w\,A_Cabana_-_Frases,4319,perfeitamente,\n\\a\.\t\\u\'\r\\a\\w\
A_Cabana_-_Frases,4319,e,\s\\E\\X\.\t\\u\,A_Cabana_-_Frases,4319,e,'\s\\E\\X\.\t\\u\
A_Cabana_-_Frases,4321,em,\e~j~\.\Z\\e\.\z\\u\\js\\pau\,A_Cabana_-_Frases,4321,em,\e~j~\'\Z\\e\.\z\\u\\js\\pau\
A_Cabana_-_Frases,4321,mas,\s\\ow\,A_Cabana_-_Frases,4321,mas,'\s\\ow\
A_Cabana_-_Frases,4321,algo,\t\\o\'\t\\a\\w\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases,4321,algo,\t\\o\.\t\\a\\w\'\m\\e~\.\tS\\i\
A_Cabana_-_Frases,4321,totalmente,\s\\e\'\p\\a\.\r\\a\.\d\\u\,A_Cabana_-_Frases,4321,totalmente,\s\\e\.\p\\a\'\r\\a\.\d\\u\
A_Cabana_-_Frases,4321,separado,\e~j~\'\m\\i~\.\J\\a\,A_Cabana_-_Frases,4321,separado,'\e~j~\.\m\\i~\.\J\\a\
A_Cabana_-_Frases,4321,em,\n\\a\.\t\\u\.\r\\e\.\z\\a\,A_Cabana_-_Frases,4321,em,\n\\a\.\t\\u\'\r\\e\.\z\\a\
A_Cabana_-_Frases,4322,em,\e~j~\.\t\\o~\,A_Cabana_-_Frases,4322,em,'\e~j~\.\t\\o~\
A_Cabana_-_Frases,4322,tom,'\dZ\\i\,A_Cabana_-_Frases,4322,tom,\dZ\\i\
A_Cabana_-_Frases,4322,de,\d\\e\\s\.\k\\u\\w\.\p\\a\\pau\,A_Cabana_-_Frases,4322,de,\d\\e\\s\'\k\\u\\w\.\p\\a\\pau\
A_Cabana_-_Frases,4322,eu,\s\\O\\p\\O\.\s\\u\,A_Cabana_-_Frases,4322,eu,'\s\\O\\p\\O\.\s\\u\
A_Cabana_-_Frases,4322,só,'\s\\e\.\g\\i\\r\,A_Cabana_-_Frases,4322,só,\s\\e\'\g\\i\\r\
A_Cabana_-_Frases,4322,seguir,\l\\i~\'\J\\a\,A_Cabana_-_Frases,4322,seguir,'\l\\i~\.\J\\a\
A_Cabana_-_Frases,4322,essa,'\dZ\\i\,A_Cabana_-_Frases,4322,essa,\dZ\\i\
A_Cabana_-_Frases,4322,linha,'\R\\a\.\s\\i\\o\.\s\\i\\n\\i\\u\,A_Cabana_-_Frases,4322,linha,\R\\a\.\s\\i\\o\'\s\\i\\n\\i\\u\
A_Cabana_-_Frases,4322,de,\a\.\t\\E\\u~\,A_Cabana_-_Frases,4322,de,\a\'\t\\E\\u~\
A_Cabana_-_Frases,4322,raciocínio,\d\\e\.\t\\e\\R\'\m\\i~\.\n\\a\.\d\\u\,A_Cabana_-_Frases,4322,raciocínio,\d\\e\.\t\\e\\R\.\m\\i~\'\n\\a\.\d\\u\
A_Cabana_-_Frases,4322,até,\p\\o~\'\t\\u\,A_Cabana_-_Frases,4322,até,'\p\\o~\.\t\\u\
A_Cabana_-_Frases,4322,determinado,\d\\e\.\p\\o\\j\\s\,A_Cabana_-_Frases,4322,determinado,\d\\e\'\p\\o\\j\\s\
A_Cabana_-_Frases,4322,ponto,'\m\\i\,A_Cabana_-_Frases,4322,ponto,\m\\i\
A_Cabana_-_Frases,4322,e,\p\\E\\X\.\k\\u\,A_Cabana_-_Frases,4322,e,'\p\\E\\X\.\k\\u\
A_Cabana_-_Frases,4322,me,\m\\e\\u\,A_Cabana_-_Frases,4322,me,'\m\\e\\u\
A_Cabana_-_Frases,4322,e,\p\\a\.\r\\E\.\s\\i\,A_Cabana_-_Frases,4322,e,\p\\a\'\r\\E\.\s\\i\
A_Cabana_-_Frases,4322,meu,'\d\\e\.\R\\e\.\t\\e\\X\,A_Cabana_-_Frases,4322,meu,\d\\e\.\R\\e\'\t\\e\\X\
A_Cabana_-_Frases,4324,É,\E\\i~\.\p\\o\.\s\\i\\v\\e\\w\,A_Cabana_-_Frases,4324,É,\E\\i~\.\p\\o\'\s\\i\\v\\e\\w\
A_Cabana_-_Frases,4324,impossível,\k\\o~\.\p\\r\\e\'\e~\.\d\\e\\X\,A_Cabana_-_Frases,4324,impossível,\k\\o~\.\p\\r\\e\.\e~\'\d\\e\\X\
A_Cabana_-_Frases,4324,a,\m\\e~\.\tS\\i\,A_Cabana_-_Frases,4324,a,'\m\\e~\.\tS\\i\
A_Cabana_-_Frases,4324,algo,'\k\\i\,A_Cabana_-_Frases,4324,algo,\k\\i\
A_Cabana_-_Frases,4324,que,\v\\o\.\s\\e\,A_Cabana_-_Frases,4324,que,\v\\o\'\s\\e\
A_Cabana_-_Frases,4324,você,\n\\a~\\w~\,A_Cabana_-_Frases,4324,você,'\n\\a~\\w~\
A_Cabana_-_Frases,4324,pode,'\e\\s\.\p\\e\.\r\\i~\.\m\\e~\.\t\\a\\X\,A_Cabana_-_Frases,4324,pode,\e\\s\.\p\\e\.\r\\i~\.\m\\e~\'\t\\a\\X\
A_Cabana_-_Frases,4329,como,'\m\\i\,A_Cabana_-_Frases,4329,como,\m\\i\
A_Cabana_-_Frases,4329,me,\s\\i~\.\t\\u\,A_Cabana_-_Frases,4329,me,'\s\\i~\.\t\\u\
A_Cabana_-_Frases,4329,grato,'\p\\o\\X\,A_Cabana_-_Frases,4329,grato,\p\\o\\X\
A_Cabana_-_Frases,4329,por,\t\\u\.\d\\u\\pau\,A_Cabana_-_Frases,4329,por,'\t\\u\.\d\\u\\pau\
A_Cabana_-_Frases,4329,"tudo,",'\m\\a\\js\,A_Cabana_-_Frases,4329,"tudo,",\m\\a\\js\
A_Cabana_-_Frases,4329,mas,\Z\\o\.\g\\a\.\r\\a~\\w~\,A_Cabana_-_Frases,4329,mas,\Z\\o\'\g\\a\.\r\\a~\\w~\
A_Cabana_-_Frases,4329,jogaram,\k\\o\\j\'\z\\a\\js\,A_Cabana_-_Frases,4329,jogaram,'\k\\o\\j\.\z\\a\\js\
A_Cabana_-_Frases,4329,coisas,'\d\\e\.\m\\a\\j\\s\,A_Cabana_-_Frases,4329,coisas,\d\\e\'\m\\a\\j\\s\
A_Cabana_-_Frases,4329,no,\m\\e\\u\,A_Cabana_-_Frases,4329,no,'\m\\e\\u\
A_Cabana_-_Frases,4329,fim,'\dZ\\i\,A_Cabana_-_Frases,4329,fim,\dZ\\i\
A_Cabana_-_Frases,4329,de,\s\\e\.\m\\a~\.\n\\a\,A_Cabana_-_Frases,4329,de,\s\\e\'\m\\a~\.\n\\a\
A_Cabana_-_Frases,4331,a,\s\\u\.\a\,A_Cabana_-_Frases,4331,a,'\s\\u\.\a\
A_Cabana_-_Frases,4331,sua,'\e\\s\.\p\\e\\k\.\t\\a\.\tS\\i\.\v\\a\,A_Cabana_-_Frases,4331,sua,\e\\s\.\p\\e\\k\.\t\\a\'\tS\\i\.\v\\a\
A_Cabana_-_Frases,4331,expectativa,\e~j~\.\R\\e\.\l\\a\'\s\\a~\\w~\,A_Cabana_-_Frases,4331,expectativa,\e~j~\.\R\\e\'\l\\a\.\s\\a~\\w~\
A_Cabana_-_Frases,4331,relação,\m\\i~\\pau\,A_Cabana_-_Frases,4331,relação,'\m\\i~\\pau\
A_Cabana_-_Frases,4331,a,\a\.\g\\O\.\r\\a\,A_Cabana_-_Frases,4331,a,\a\'\g\\O\.\r\\a\
A_Cabana_-_Frases,4333,de,'\k\\o~\.\f\\u\.\z\\a\,A_Cabana_-_Frases,4333,de,\k\\o~\'\f\\u\.\z\\a\
A_Cabana_-_Frases,4334,"ela,",\E\.\l\\a\\pau\,A_Cabana_-_Frases,4334,"ela,",'\E\.\l\\a\\pau\
A_Cabana_-_Frases,4334,perdoar,\p\\e\\R\'\d\\o\.\a\\r\,A_Cabana_-_Frases,4334,perdoar,\p\\e\\R\.\d\\o\'\a\\r\
A_Cabana_-_Frases,4334,esses,\e\.\s\\i\\s\,A_Cabana_-_Frases,4334,esses,'\e\.\s\\i\\s\
A_Cabana_-_Frases,4335,de,\a\.\k\\o\\R\.\d\\u\,A_Cabana_-_Frases,4335,de,\a\'\k\\o\\R\.\d\\u\
A_Cabana_-_Frases,4335,com,\s\\u\.\a\,A_Cabana_-_Frases,4335,com,'\s\\u\.\a\
A_Cabana_-_Frases,4335,sua,'\i~\.\d\\e\.\p\\e~\.\d\\e~\.\s\\i\\a\,A_Cabana_-_Frases,4335,sua,\i~\.\d\\e\.\p\\e~\'\d\\e~\.\s\\i\\a\
A_Cabana_-_Frases,4335,com,\s\\u\.\a\,A_Cabana_-_Frases,4335,com,'\s\\u\.\a\
A_Cabana_-_Frases,4335,sua,'\n\\e\.\s\\e\.\s\\i\.\d\\a\.\dZ\\i\,A_Cabana_-_Frases,4335,sua,\n\\e\.\s\\e\.\s\\i\'\d\\a\.\dZ\\i\
A_Cabana_-_Frases,4335,de,\k\\o~\.\p\\o\\X\.\t\\a\.\m\\e~\.\t\\u\,A_Cabana_-_Frases,4335,de,\k\\o~\.\p\\o\\X\.\t\\a\'\m\\e~\.\t\\u\
A_Cabana_-_Frases,4336,favor,\R\\E\'\g\\r\\a\\js\,A_Cabana_-_Frases,4336,favor,'\R\\E\.\g\\r\\a\\js\
A_Cabana_-_Frases,4336,e,\s\\e\\r\,A_Cabana_-_Frases,4336,e,'\s\\e\\r\
A_Cabana_-_Frases,4336,não,'\u\.\z\\a\.\d\\a\,A_Cabana_-_Frases,4336,não,\u\'\z\\a\.\d\\a\
A_Cabana_-_Frases,4336,usada,\k\\o~\'\p\\a\\X\.\tS\\i\.\L\\a\\r\,A_Cabana_-_Frases,4336,usada,\k\\o~\.\p\\a\\X\.\tS\\i\'\L\\a\\r\
A_Cabana_-_Frases,4336,para,'\a\,A_Cabana_-_Frases,4336,para,\a\
A_Cabana_-_Frases,4336,compartilhar,\v\\i\.\d\\a\,A_Cabana_-_Frases,4336,compartilhar,'\v\\i\.\d\\a\
A_Cabana_-_Frases,4336,a,\k\\o\.\n\\O\\s\.\k\\u\\pau\,A_Cabana_-_Frases,4336,a,\k\\o\'\n\\O\\s\.\k\\u\\pau\
A_Cabana_-_Frases,4336,vida,'\E\\dZ\\i\.\f\\i\\s\\i\\w\,A_Cabana_-_Frases,4336,vida,\E\\dZ\\i\'\f\\i\\s\\i\\w\
A_Cabana_-_Frases,4336,"conosco,",\p\\e\\R\'\m\\a\.\n\\e\.\s\\e\\r\,A_Cabana_-_Frases,4336,"conosco,",\p\\e\\R\.\m\\a\.\n\\e\'\s\\e\\r\
A_Cabana_-_Frases,4336,é,\e~j~\.\s\\i\.\l\\e~\.\s\\i\\u\,A_Cabana_-_Frases,4336,é,\e~j~\'\s\\i\.\l\\e~\.\s\\i\\u\
A_Cabana_-_Frases,4338,agora,'\a\.\g\\O\.\r\\a\,A_Cabana_-_Frases,4338,agora,\a\'\g\\O\.\r\\a\
A_Cabana_-_Frases,4338,bastante,'\b\\a\\s\.\t\\a~\.\tS\\i\,A_Cabana_-_Frases,4338,bastante,\b\\a\\s\'\t\\a~\.\tS\\i\
A_Cabana_-_Frases,4338,curioso.,\k\\u\'\r\\i\.\o\.\z\\u\,A_Cabana_-_Frases,4338,curioso.,\k\\u\.\r\\i\'\o\.\z\\u\
A_Cabana_-_Frases,4339,em,\e~j~\.\f\\r\\e~\.\tS\\i\,A_Cabana_-_Frases,4339,em,'\e~j~\.\f\\r\\e~\.\tS\\i\
A_Cabana_-_Frases,4339,frente,'\i\,A_Cabana_-_Frases,4339,frente,\i\
A_Cabana_-_Frases,4339,e,\t\\e\\R\.\m\\i~\.\n\\i\,A_Cabana_-_Frases,4339,e,\t\\e\\R\'\m\\i~\.\n\\i\
A_Cabana_-_Frases,4339,de,\m\\a\\s\.\tS\\i\.\g\\a\\X\,A_Cabana_-_Frases,4339,de,\m\\a\\s\.\tS\\i\'\g\\a\\X\
A_Cabana_-_Frases,4347,um,\k\\o~\.\Z\\u~\.\t\\u\,A_Cabana_-_Frases,4347,um,\k\\o~\'\Z\\u~\.\t\\u\
A_Cabana_-_Frases,4347,de,\R\\E\.\g\\r\\a\\js\,A_Cabana_-_Frases,4347,de,'\R\\E\.\g\\r\\a\\js\
A_Cabana_-_Frases,4347,regras,'\k\\i\,A_Cabana_-_Frases,4347,regras,\k\\i\
A_Cabana_-_Frases,4347,que,\v\\o\.\s\\e\\js\,A_Cabana_-_Frases,4347,que,\v\\o\'\s\\e\\js\
A_Cabana_-_Frases,4347,vocês,\e\\s\'\p\\e\.\r\\a\.\v\\a~\\w~\,A_Cabana_-_Frases,4347,vocês,\e\\s\.\p\\e\'\r\\a\.\v\\a~\\w~\
A_Cabana_-_Frases,4347,os,\u~\.\m\\a~\.\n\\u\\z\,A_Cabana_-_Frases,4347,os,\u~\'\m\\a~\.\n\\u\\z\
A_Cabana_-_Frases,4347,humanos,\o\'\b\\e\.\d\\e\.\s\\E\.\s\\e~j~\.\p\\a\.\r\\a\,A_Cabana_-_Frases,4347,humanos,'\o\.\b\\e\.\d\\e\.\s\\E\.\s\\e~j~\.\p\\a\.\r\\a\
A_Cabana_-_Frases,4347,obedecessem,\v\\i\.\v\\e\\X\,A_Cabana_-_Frases,4347,obedecessem,\v\\i\'\v\\e\\X\
A_Cabana_-_Frases,4347,para,'\k\\o~\,A_Cabana_-_Frases,4347,para,\k\\o~\
A_Cabana_-_Frases,4347,viver,\R\\e\'\tS\\i\.\d\\a~\\w~\,A_Cabana_-_Frases,4347,viver,\R\\e\.\tS\\i\'\d\\a~\\w~\
A_Cabana_-_Frases,4347,retidão,\e~j~\.\e\\s\'\t\\a\.\d\\u\,A_Cabana_-_Frases,4347,retidão,\e~j~\'\e\\s\.\t\\a\.\d\\u\
A_Cabana_-_Frases,4347,em,\g\\r\\a\.\s\\a\,A_Cabana_-_Frases,4347,em,'\g\\r\\a\.\s\\a\
A_Cabana_-_Frases,4347,de,\v\\o\.\s\\e\\js\,A_Cabana_-_Frases,4347,de,\v\\o\'\s\\e\\js\
A_Cabana_-_Frases,4348,acha,\a\.\S\\a\,A_Cabana_-_Frases,4348,acha,'\a\.\S\\a\
A_Cabana_-_Frases,4348,suficiente,\s\\u\.\f\\i\'\s\\i\.\e~\.\tS\\i\,A_Cabana_-_Frases,4348,suficiente,\s\\u\.\f\\i\.\s\\i\'\e~\.\tS\\i\
A_Cabana_-_Frases,4348,em,\e~j~\.\n\\O\.\s\\a\\js\,A_Cabana_-_Frases,4348,em,'\e~j~\.\n\\O\.\s\\a\\js\
A_Cabana_-_Frases,4350,um,\k\\o~\.\s\\e\.\g\\i\\u\\pau\,A_Cabana_-_Frases,4350,um,\k\\o~\.\s\\e\'\g\\i\\u\\pau\
A_Cabana_-_Frases,4350,conseguiu:,\Z\\e\.\z\\u\\js\,A_Cabana_-_Frases,4350,conseguiu:,\Z\\e\'\z\\u\\js\
A_Cabana_-_Frases,4351,realizou,\R\\e\.\a\'\l\\i\.\z\\ow\,A_Cabana_-_Frases,4351,realizou,\R\\e\.\a\.\l\\i\'\z\\ow\
A_Cabana_-_Frases,4351,completamente,\k\\o~\.\p\\l\\e\'\t\\a\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases,4351,completamente,\k\\o~\.\p\\l\\e\.\t\\a\'\m\\e~\.\tS\\i\
A_Cabana_-_Frases,4351,espírito,'\e\\s\.\p\\i\\r\\i\.\t\\u\,A_Cabana_-_Frases,4351,espírito,\e\\s\'\p\\i\\r\\i\.\t\\u\
A_Cabana_-_Frases,4351,dela.,\d\\E\.\l\\a\,A_Cabana_-_Frases,4351,dela.,'\d\\E\.\l\\a\
A_Cabana_-_Frases,4352,em,\e~j~\.\m\\i~\,A_Cabana_-_Frases,4352,em,'\e~j~\.\m\\i~\
A_Cabana_-_Frases,4352,mim,'\i\,A_Cabana_-_Frases,4352,mim,\i\
A_Cabana_-_Frases,4352,e,\d\\e\.\p\\e~\.\d\\e\\X\,A_Cabana_-_Frases,4352,e,\d\\e\.\p\\e~\'\d\\e\\X\
A_Cabana_-_Frases,4352,de,\m\\i~\,A_Cabana_-_Frases,4352,de,'\m\\i~\
A_Cabana_-_Frases,4354,de,\t\\e~\.\t\\a\\X\,A_Cabana_-_Frases,4354,de,\t\\e~\'\t\\a\\X\
A_Cabana_-_Frases,4354,tentar,\s\\e\\R\,A_Cabana_-_Frases,4354,tentar,'\s\\e\\R\
A_Cabana_-_Frases,4354,justos,'\s\\o\.\z\\i~\.\J\\u\\s\,A_Cabana_-_Frases,4354,justos,\s\\o\'\z\\i~\.\J\\u\\s\
A_Cabana_-_Frases,4356,que,\a\,A_Cabana_-_Frases,4356,que,'\a\
A_Cabana_-_Frases,4356,muitos,'\k\\i\,A_Cabana_-_Frases,4356,muitos,\k\\i\
A_Cabana_-_Frases,4356,que,\a\.\S\\a~\\w~\,A_Cabana_-_Frases,4356,que,'\a\.\S\\a~\\w~\
A_Cabana_-_Frases,4356,acham,'\k\\i\,A_Cabana_-_Frases,4356,acham,\k\\i\
A_Cabana_-_Frases,4356,se,\t\\O\\R\.\n\\a~\\w~\,A_Cabana_-_Frases,4356,se,'\t\\O\\R\.\n\\a~\\w~\
A_Cabana_-_Frases,4356,justos,'\s\\e\.\g\\i~\.\d\\u\,A_Cabana_-_Frases,4356,justos,\s\\e\'\g\\i~\.\d\\u\
A_Cabana_-_Frases,4356,as,\R\\E\.\g\\r\\a\\js\,A_Cabana_-_Frases,4356,as,'\R\\E\.\g\\r\\a\\js\
A_Cabana_-_Frases,4357,é,\E\\p\\o\.\s\\i\\v\\e\\w\,A_Cabana_-_Frases,4357,é,\E\\p\\o\'\s\\i\\v\\e\\w\
A_Cabana_-_Frases,4357,o,\R\\o\\s\.\t\\u\,A_Cabana_-_Frases,4357,o,'\R\\o\\s\.\t\\u\
A_Cabana_-_Frases,4357,rosto,'\k\\o~\,A_Cabana_-_Frases,4357,rosto,\k\\o~\
A_Cabana_-_Frases,4357,o,\m\\e\\z\.\m\\u\,A_Cabana_-_Frases,4357,o,'\m\\e\\z\.\m\\u\
A_Cabana_-_Frases,4357,mesmo,'\e\\s\.\p\\e\.\L\\u\,A_Cabana_-_Frases,4357,mesmo,\e\\s\'\p\\e\.\L\\u\
A_Cabana_-_Frases,4357,que,\m\\O\\s\.\t\\r\\a\,A_Cabana_-_Frases,4357,que,'\m\\O\\s\.\t\\r\\a\
A_Cabana_-_Frases,4357,como,'\v\\o\.\s\\e\,A_Cabana_-_Frases,4357,como,\v\\o\'\s\\e\
A_Cabana_-_Frases,4357,está,\s\\u\'\Z\\u\,A_Cabana_-_Frases,4357,está,'\s\\u\.\Z\\u\
A_Cabana_-_Frases,4358,nem,\n\\e~j~\.\g\\r\\a\.\s\\a\,A_Cabana_-_Frases,4358,nem,'\n\\e~j~\.\g\\r\\a\.\s\\a\
A_Cabana_-_Frases,4358,graça,'\n\\a\\js\,A_Cabana_-_Frases,4358,graça,\n\\a\\js\
A_Cabana_-_Frases,4358,nas,\R\\E\.\g\\r\\a\\js\\pau\,A_Cabana_-_Frases,4358,nas,'\R\\E\.\g\\r\\a\\js\\pau\
A_Cabana_-_Frases,4358,nem,\p\\a\.\r\\a\,A_Cabana_-_Frases,4358,nem,'\p\\a\.\r\\a\
A_Cabana_-_Frases,4358,mesmo,'\u~\,A_Cabana_-_Frases,4358,mesmo,\u~\
A_Cabana_-_Frases,4359,elas,\E\.\l\\a\\js\,A_Cabana_-_Frases,4359,elas,'\E\.\l\\a\\js\
A_Cabana_-_Frases,4359,elas,\E\.\l\\a\\js\,A_Cabana_-_Frases,4359,elas,'\E\.\l\\a\\js\
A_Cabana_-_Frases,4359,tivessem,\tS\\i\'\v\\E\.\s\\e~j~\.\m\\a\\j\\s\,A_Cabana_-_Frases,4359,tivessem,'\tS\\i\.\v\\E\.\s\\e~j~\.\m\\a\\j\\s\
A_Cabana_-_Frases,4359,mais,'\p\\o\.\d\\e\\X\,A_Cabana_-_Frases,4359,mais,\p\\o\'\d\\e\\X\
A_Cabana_-_Frases,4359,poder,\s\\o\\b\\r\\i\,A_Cabana_-_Frases,4359,poder,'\s\\o\\b\\r\\i\
A_Cabana_-_Frases,4359,sobre,'\v\\o\.\s\\e\\js\,A_Cabana_-_Frases,4359,sobre,\v\\o\'\s\\e\\js\
A_Cabana_-_Frases,4361,em,\e~j~\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases,4361,em,'\e~j~\.\m\\e~\.\tS\\i\
A_Cabana_-_Frases,4361,mente,'\k\\i\\pau\,A_Cabana_-_Frases,4361,mente,\k\\i\\pau\
A_Cabana_-_Frases,4361,se,\v\\o\.\s\\e\,A_Cabana_-_Frases,4361,se,\v\\o\'\s\\e\
A_Cabana_-_Frases,4361,viver,\s\\u\'\a\,A_Cabana_-_Frases,4361,viver,'\s\\u\.\a\
A_Cabana_-_Frases,4361,vida,'\s\\o\.\z\\i~\.\J\\u\,A_Cabana_-_Frases,4361,vida,\s\\o\'\z\\i~\.\J\\u\
A_Cabana_-_Frases,4361,de,\f\\O\\R\.\m\\a\,A_Cabana_-_Frases,4361,de,'\f\\O\\R\.\m\\a\
A_Cabana_-_Frases,4361,forma,'\i~\.\d\\e\.\p\\e~\.\d\\e~\.\tS\\i\\pau\,A_Cabana_-_Frases,4361,forma,\i~\.\d\\e\.\p\\e~\'\d\\e~\.\tS\\i\\pau\
A_Cabana_-_Frases,4361,a,\p\\r\\o\.\m\\E\.\s\\a\,A_Cabana_-_Frases,4361,a,\p\\r\\o\'\m\\E\.\s\\a\
A_Cabana_-_Frases,4363,tem,\t\\e~j~\.\m\\a\\j\\s\,A_Cabana_-_Frases,4363,tem,'\t\\e~j~\.\m\\a\\j\\s\
A_Cabana_-_Frases,4363,mais,'\p\\o\.\d\\e\\R\,A_Cabana_-_Frases,4363,mais,\p\\o\'\d\\e\\R\
A_Cabana_-_Frases,4363,de,\a\.\k\\u\.\z\\a\\r\,A_Cabana_-_Frases,4363,de,\a\.\k\\u\'\z\\a\\r\
A_Cabana_-_Frases,4363,ou,\k\\o\.\m\\a~\.\d\\a\\X\,A_Cabana_-_Frases,4363,ou,\k\\o\.\m\\a~\'\d\\a\\X\
A_Cabana_-_Frases,4364,a,\p\\r\\o\.\m\\E\.\s\\a\,A_Cabana_-_Frases,4364,a,\p\\r\\o\'\m\\E\.\s\\a\
A_Cabana_-_Frases,4364,o,\k\\u~\.\p\\r\\i~\.\m\\e~\.\t\\u\,A_Cabana_-_Frases,4364,o,\k\\u~\.\p\\r\\i~\'\m\\e~\.\t\\u\
A_Cabana_-_Frases,4368,Em,\e~j~\.\Z\\e\.\z\\u\\js\,A_Cabana_-_Frases,4368,Em,\e~j~\'\Z\\e\.\z\\u\\js\
A_Cabana_-_Frases,4368,você,\n\\a~\\w~\,A_Cabana_-_Frases,4368,você,'\n\\a~\\w~\
A_Cabana_-_Frases,4368,não,'\e\\s\.\t\\a\,A_Cabana_-_Frases,4368,não,\e\\s\'\t\\a\
A_Cabana_-_Frases,4368,sob,\n\\e\.\J\\u~\.\m\\a\,A_Cabana_-_Frases,4368,sob,\n\\e\'\J\\u~\.\m\\a\
A_Cabana_-_Frases,4368,nenhuma,\l\\ej\,A_Cabana_-_Frases,4368,nenhuma,'\l\\ej\
A_Cabana_-_Frases,4371,você,'\v\\o\.\s\\e\,A_Cabana_-_Frases,4371,você,\v\\o\'\s\\e\
A_Cabana_-_Frases,4371,ainda,\a\.\i~\.\d\\a\,A_Cabana_-_Frases,4371,ainda,\a\'\i~\.\d\\a\
A_Cabana_-_Frases,4371,não,\n\\a~\\w~\,A_Cabana_-_Frases,4371,não,'\n\\a~\\w~\
A_Cabana_-_Frases,4371,ouviu,'\ow\.\v\\i\\u\,A_Cabana_-_Frases,4371,ouviu,\ow\'\v\\i\\u\
A_Cabana_-_Frases,4371,nada.,\n\\a\.\d\\a\,A_Cabana_-_Frases,4371,nada.,'\n\\a\.\d\\a\
A_Cabana_-_Frases,4372,medo,'\d\\a\,A_Cabana_-_Frases,4372,medo,\d\\a\
A_Cabana_-_Frases,4372,da,\l\\i\.\b\\e\\R\.\d\\a\.\dZ\\i\,A_Cabana_-_Frases,4372,da,\l\\i\.\b\\e\\R\'\d\\a\.\dZ\\i\
A_Cabana_-_Frases,4372,que,\n\\a~\\w~\,A_Cabana_-_Frases,4372,que,'\n\\a~\\w~\
A_Cabana_-_Frases,4372,não,'\p\\O\.\d\\e~j~\.\k\\o~\.\f\\i\.\a\\X\,A_Cabana_-_Frases,4372,não,\p\\O\.\d\\e~j~\'\k\\o~\.\f\\i\.\a\\X\
A_Cabana_-_Frases,4372,podem,'\k\\i\,A_Cabana_-_Frases,4372,podem,\k\\i\
A_Cabana_-_Frases,4372,confiar,\n\\O\\js\,A_Cabana_-_Frases,4372,confiar,'\n\\O\\js\
