,grapheme,phoneme,filename
3902,aí,'\a\\i\\dZ\\i\,A_Cabana_-_Frases
3902,de,\m\\a\'\J\\a~\,A_Cabana_-_Frases
3903,afirmou,\a\.\f\\i\\R\'\m\\ow\,A_Cabana_-_Frases
3903,enfático.,\e~\'\f\\a\.\tS\\i\.\k\\u\,A_Cabana_-_Frases
3904,tem,'\t\\e~j~\.\n\\a\.\d\\a\,A_Cabana_-_Frases
3904,nada,\a\'\s\\i~\,A_Cabana_-_Frases
3905,manhã!,,A_Cabana_-_Frases
3906,comunicou,\k\\o\.\m\\u~\.\n\\i\'\k\\ow\,A_Cabana_-_Frases
3906,em,\e~j~\'\m\\i~\.\n\\u\.\t\\u\\z\,A_Cabana_-_Frases
3906,minutos,\u\\s\,A_Cabana_-_Frases
3906,os,\p\\e\'\r\\i\.\t\\u\\s\,A_Cabana_-_Frases
3906,peritos,\R\\e\.\t\\o\\R\'\n\\a\.\r\\a~\\w~\,A_Cabana_-_Frases
3906,retornaram,\i\,A_Cabana_-_Frases
3906,e,\l\\e\'\v\\a\.\r\\a~\\w~\,A_Cabana_-_Frases
3906,levaram,\u\,A_Cabana_-_Frases
3907,explicou:,\e\\s\.\p\\l\\i\'\k\\ow\\pau\,A_Cabana_-_Frases
3907,senhor,\s\\e\'\J\\o\\R\,A_Cabana_-_Frases
3907,é,\E\\k\\o\'\R\\E\.\t\\u\\pau\,A_Cabana_-_Frases
3907,"correto,",'\t\\e~\.\m\\u\\s\,A_Cabana_-_Frases
3907,temos,\dZ\\i\,A_Cabana_-_Frases
3907,de,\p\\r\\e\.\z\\u~\'\m\\i\\X\,A_Cabana_-_Frases
3907,presumir,\k\\i\,A_Cabana_-_Frases
3907,o,\a\.\g\\r\\e\'\s\\o\\R\,A_Cabana_-_Frases
3907,agressor,\dZ\\i\,A_Cabana_-_Frases
3907,Missy,\d\\e\\j\'\S\\ow\,A_Cabana_-_Frases
3907,deixou,'\i\.\s\\u\,A_Cabana_-_Frases
3907,isso,'\a\\i\\dZ\\i\,A_Cabana_-_Frases
3907,aí,\p\\r\\o\'\p\\O\\s\\i\.\t\\u\,A_Cabana_-_Frases
3908,acrescentou:,\a\.\k\\r\\e\\s\\e~\.\t\\ow\\pau\,A_Cabana_-_Frases
3908,"Sr.Phillips,",'\s\\X\\pau\,A_Cabana_-_Frases
3908,isso,'\f\\i\.\w\\l\\i\\p\.\s\\pau\,A_Cabana_-_Frases
3908,pode,'\i\.\s\\u\,A_Cabana_-_Frases
3908,ser,\p\\O\'\dZ\\i\,A_Cabana_-_Frases
3908,uma,'\s\\e\\r\,A_Cabana_-_Frases
3908,notícia,'\u~\.\m\\a\,A_Cabana_-_Frases
3908,boa,\n\\o\.\tS\\i\\s\\i\\a\,A_Cabana_-_Frases
3908,ou,\b\\o\\a\,A_Cabana_-_Frases
3908,má.,\ow\.\m\\a\,A_Cabana_-_Frases
3909,entendo.,\e~\'\t\\e~\.\d\\u\,A_Cabana_-_Frases
3910,decidir,\d\\e\.\s\\i\'\dZ\\i\\X\,A_Cabana_-_Frases
3910,pensando.,\p\\e~\'\s\\a~\.\d\\u\,A_Cabana_-_Frases
3911,certas.,'\s\\E\\X\.\t\\a\\js\,A_Cabana_-_Frases
3912,podemos,\k\\o~\.\s\\e\'\g\\i\\r\,A_Cabana_-_Frases
3912,conseguir,\a\\w\'\g\\u~\.\m\\a\,A_Cabana_-_Frases
3912,alguma,'\p\\i\\s\.\t\\a\,A_Cabana_-_Frases
3912,pista,\a\,A_Cabana_-_Frases
3912,a,\p\\a\\X\'\tS\\i\\R\,A_Cabana_-_Frases
3912,partir,\d\\u\,A_Cabana_-_Frases
3912,do,'\b\\r\\O\.\S\\i\,A_Cabana_-_Frases
3913,única,'\p\\r\\O\.\v\\a\,A_Cabana_-_Frases
3913,prova,\k\\i\,A_Cabana_-_Frases
3913,que,'\t\\e~\.\m\\u\\z\,A_Cabana_-_Frases
3913,temos,\a\'\t\\E\\a\.\g\\O\.\r\\a\,A_Cabana_-_Frases
3913,agora,\k\\i\,A_Cabana_-_Frases
3913,de,\a\'\v\\i\.\a\,A_Cabana_-_Frases
3913,que,\a\\w\'\g\\e~j~\,A_Cabana_-_Frases
3913,havia,\a\'\k\\i\,A_Cabana_-_Frases
3913,alguém,,A_Cabana_-_Frases
3914,notícia?,\n\\o\'\tS\\i\\s\\i\\a\\pau\,A_Cabana_-_Frases
3914,prendeu,\p\\r\\e~\'\d\\e\\u\,A_Cabana_-_Frases
3915,dizendo,\dZ\\i\'\z\\e~\.\d\\u\,A_Cabana_-_Frases
3915,que,\k\\e~\\m\,A_Cabana_-_Frases
3915,quem,'\d\\ej\.\S\\a\,A_Cabana_-_Frases
3915,deixa,'\a\\w\.\g\\u\,A_Cabana_-_Frases
3915,algo,\a\'\s\\i~\,A_Cabana_-_Frases
3915,assim,\Z\\e\.\r\\a\\w\'\m\\e~\.\tS\\i\,A_Cabana_-_Frases
3915,geralmente,\t\\e~j~\.\u~\,A_Cabana_-_Frases
3915,tem,\o\\b\.\Z\\e\'\tS\\i\.\v\\u\\pau\,A_Cabana_-_Frases
3915,"objetivo,",'\i\.\s\\u\,A_Cabana_-_Frases
3915,e,'\p\\O\.\dZ\\i\,A_Cabana_-_Frases
3915,isso,\s\\i\\g\.\n\\i\.\f\\i\'\k\\a\\X\,A_Cabana_-_Frases
3915,significar,'\Z\\a\,A_Cabana_-_Frases
3915,que,'\f\\e\\z\,A_Cabana_-_Frases
3915,fez,'\m\\e\\z\.\m\\a\,A_Cabana_-_Frases
3915,mesma,'\a~\.\tS\\i\\s\,A_Cabana_-_Frases
3915,coisa,,A_Cabana_-_Frases
3916,quê?,'\k\\e\\pau\,A_Cabana_-_Frases
3916,bruscamente.,\b\\r\\u\\s\.\k\\a\'\m\\e~\.\tS\\i\,A_Cabana_-_Frases
3917,uma,\e\\s\'\p\\E\\s\\i\,A_Cabana_-_Frases
3917,espécie,\dZ\\i\,A_Cabana_-_Frases
3917,de,\m\\a\'\n\\i\\a\.\k\\u\,A_Cabana_-_Frases
3917,maníaco?,,A_Cabana_-_Frases
3918,é,\E\\a\\w\'\g\\u~\,A_Cabana_-_Frases
3918,de,\s\\i~\'\n\\a\\w\,A_Cabana_-_Frases
3918,sinal,\k\\i\,A_Cabana_-_Frases
3918,ele,'\d\\ej\.\S\\a\,A_Cabana_-_Frases
3918,deixa,'\p\\a\.\r\\a\,A_Cabana_-_Frases
3918,se,\i\.\d\\e~\.\tS\\i\.\f\\i\'\k\\a\\X\\pau\,A_Cabana_-_Frases
3918,"identificar,",'\k\\o~\.\m\\u\,A_Cabana_-_Frases
3918,se,\e\\s\.\tS\\i\'\v\\e\.\s\\i\,A_Cabana_-_Frases
3918,estivesse,\m\\a\\X\'\k\\a~\.\d\\u\,A_Cabana_-_Frases
3918,marcando,\u\,A_Cabana_-_Frases
3918,o,\t\\e\.\R\\i\'\t\\O\\r\\i\\u\,A_Cabana_-_Frases
3918,território,\ow\,A_Cabana_-_Frases
3918,ou,'\a\\w\.\g\\u\,A_Cabana_-_Frases
3918,assim?,,A_Cabana_-_Frases
3919,"crescendo,",\k\\r\\e\\s\\e~\'\d\\u\\pau\,A_Cabana_-_Frases
3919,"explodisse,",\e\\s\.\p\\l\\o\'\dZ\\i\.\s\\i\\pau\,A_Cabana_-_Frases
3919,"tocou,",\t\\o\'\k\\ow\\pau\,A_Cabana_-_Frases
3919,conectando-o,\k\\o\.\n\\e\\k\'\t\\a~\.\d\\u\,A_Cabana_-_Frases
3919,escritório,\a\\w\,A_Cabana_-_Frases
3919,de,\e\\s\.\k\\r\\i\'\t\\O\\r\\i\\u\,A_Cabana_-_Frases
3919,do,'\k\\a~\.\p\\u\,A_Cabana_-_Frases
3919,FBI,\d\\u\,A_Cabana_-_Frases
3919,em,'\E\\f\\i\,A_Cabana_-_Frases
3919,Portland...,'\b\\e\,A_Cabana_-_Frases
3919,,'\e~j~\.\p\\O\\X\.\t\\l\\a~\.\dZ\,A_Cabana_-_Frases
3920,atento,\a\'\t\\e~\.\t\\u\,A_Cabana_-_Frases
3920,ouviu,\ow\'\v\\i\\u\,A_Cabana_-_Frases
3920,identificava,\i\.\d\\e~\.\tS\\i\.\f\\i\'\k\\a\.\v\\a\,A_Cabana_-_Frases
3920,agente,\a\'\Z\\e~\.\tS\\i\,A_Cabana_-_Frases
3921,descrevesse,\d\\e\\s\.\k\\r\\e\'\v\\e\.\s\\i\,A_Cabana_-_Frases
3921,em,\e~j~\'\d\\e\.\t\\a\.\L\\i\\s\,A_Cabana_-_Frases
3921,detalhes.,,A_Cabana_-_Frases
3922,acompanhou,\a\.\k\\o~\.\p\\a\'\J\\ow\,A_Cabana_-_Frases
3922,onde,\a\,A_Cabana_-_Frases
3922,a,\e\'\k\\i\.\p\\i\,A_Cabana_-_Frases
3922,equipe,\dZ\\i\,A_Cabana_-_Frases
3922,de,\p\\e\'\r\\i\\s\\i\\a\,A_Cabana_-_Frases
3922,perícia,\a\'\v\\i\.\a\,A_Cabana_-_Frases
3922,havia,\e\\s\.\t\\a\.\b\\e\.\l\\e\'\s\\i\.\d\\u\,A_Cabana_-_Frases
3922,estabelecido,'\s\\u\.\a\,A_Cabana_-_Frases
3922,sua,'\b\\a\.\z\\i\,A_Cabana_-_Frases
3922,base,\dZ\\i\,A_Cabana_-_Frases
3922,de,\o\.\p\\e\.\r\\a\'\s\\o~\\j~\\s\,A_Cabana_-_Frases
3922,operações.,,A_Cabana_-_Frases
3923,"transparente,",\t\\r\\a~\\s\.\p\\a\'\r\\e~\.\tS\\i\\pau\,A_Cabana_-_Frases
3923,"pé,",'\p\\E\\pau\,A_Cabana_-_Frases
3923,"grupo,",'\g\\r\\u\.\p\\u\\pau\,A_Cabana_-_Frases
3923,observando,\o\\b\.\s\\e\\R\'\v\\a~\.\d\\u\,A_Cabana_-_Frases
3923,descrevê-lo.,,A_Cabana_-_Frases
3924,um,\a\\w\.\f\\i~\'\n\\E\.\tS\\i\,A_Cabana_-_Frases
3924,alfinete,\k\\o~\,A_Cabana_-_Frases
3924,uma,\Z\\o\.\a\'\n\\i~\.\J\\a\,A_Cabana_-_Frases
3924,joaninha,\k\\i\,A_Cabana_-_Frases
3924,foi,\k\\r\\a\'\v\\a\.\d\\u\,A_Cabana_-_Frases
3924,cravado,\a\.\t\\r\\a\.\v\\e\'\s\\a~\.\d\\u\,A_Cabana_-_Frases
3924,atravessando,\a\\w\'\g\\u~\.\m\\a\\js\,A_Cabana_-_Frases
3924,algumas,'\p\\a\.\Z\\i~\.\n\\a\\js\,A_Cabana_-_Frases
3924,páginas,\dZ\\i\,A_Cabana_-_Frases
3924,de,\k\\o\.\l\\o\'\r\\i\\X\,A_Cabana_-_Frases
3924,colorir.,,A_Cabana_-_Frases
3925,descreva,\d\\e\\s\'\k\\r\\E\.\v\\a\,A_Cabana_-_Frases
3925,cores,'\k\\o\.\r\\i\\z\,A_Cabana_-_Frases
3925,pontos,'\p\\o~\.\t\\u\\s\,A_Cabana_-_Frases
3925,"joaninha,",\Z\\o\.\a\'\n\\i~\.\J\\a\\pau\,A_Cabana_-_Frases
3925,orientou,\o\.\r\\i\.\e~\'\t\\ow\,A_Cabana_-_Frases
3926,"Vejamos,",\v\\e\'\Z\\a~\.\m\\u\\s\\pau\,A_Cabana_-_Frases
3926,grudados,\g\\r\\u\'\d\\a\.\d\\u\\s\,A_Cabana_-_Frases
3926,saco.,'\s\\a\.\k\\u\,A_Cabana_-_Frases
3927,uma,\k\\a\'\b\\e\.\s\\a\,A_Cabana_-_Frases
3927,cabeça,'\p\\r\\E\.\t\\a\,A_Cabana_-_Frases
3927,preta.,,A_Cabana_-_Frases
3928,é,\E\\v\\e\\R\'\m\\e\.\L\\u\\pau\,A_Cabana_-_Frases
3928,"vermelho,",\k\\o~\,A_Cabana_-_Frases
3928,com,'\b\\O\\R\.\d\\a\\js\,A_Cabana_-_Frases
3928,bordas,\i\,A_Cabana_-_Frases
3928,e,\dZ\\i\.\v\\i\'\z\\o~\\j~\\s\,A_Cabana_-_Frases
3928,divisões,'\p\\r\\E\.\t\\a\\js\,A_Cabana_-_Frases
3928,pretas.,,A_Cabana_-_Frases
3929,pretos,'\p\\r\\E\.\t\\u\\s\,A_Cabana_-_Frases
3929,esquerdo,\e\\s\'\k\\E\\R\.\d\\u\,A_Cabana_-_Frases
3929,corpo.,'\k\\O\\X\.\p\\u\\pau\,A_Cabana_-_Frases
3929,Faz,'\f\\a\\s\,A_Cabana_-_Frases
3929,sentido?,\s\\e~\'\tS\\i\.\d\\u\,A_Cabana_-_Frases
3930,Perfeitamente.,\p\\e\\X\.\f\\e\\j\.\t\\a\'\m\\e~\.\tS\\i\\pau\,A_Cabana_-_Frases
3930,"continue,",\k\\o~\.\tS\\i~\'\n\\u\.\i\\pau\,A_Cabana_-_Frases
3930,paciência.,\p\\a\.\s\\i\'\e~\.\s\\i\\a\,A_Cabana_-_Frases
3931,direito,\dZ\\i\'\r\\ej\.\t\\u\,A_Cabana_-_Frases
3931,"pontos,",'\p\\o~\.\t\\u\\s\\pau\,A_Cabana_-_Frases
3931,todo.,'\t\\O\.\d\\u\,A_Cabana_-_Frases
3933,Tem,\t\\e~j~\'\s\\e\\X\.\t\\e\.\z\\a\,A_Cabana_-_Frases
3933,certeza,\dZ\\i\,A_Cabana_-_Frases
3933,são,'\s\\i~\.\k\\u\,A_Cabana_-_Frases
3933,pontos?,,A_Cabana_-_Frases
3934,"senhora,",\s\\e\'\J\\O\.\r\\a\\pau\,A_Cabana_-_Frases
3934,pontos.,'\p\\o~\.\t\\u\\s\,A_Cabana_-_Frases
3935,Certo.,'\s\\E\\X\.\t\\u\\pau\,A_Cabana_-_Frases
3936,plástico,'\p\\l\\a\\s\.\tS\\i\.\k\\u\,A_Cabana_-_Frases
3937,gravado,\g\\r\\a\'\v\\a\.\d\\u\,A_Cabana_-_Frases
3937,"embaixo,",\e~\'\b\\a\\j\.\S\\u\\pau\,A_Cabana_-_Frases
3937,agente.,\a\'\Z\\e~\.\tS\\i\\pau\,A_Cabana_-_Frases
3937,Deixe-me,'\d\\ej\.\S\\i\,A_Cabana_-_Frases
3937,ver.,\m\\i\,A_Cabana_-_Frases
3937,,'\v\\e\\X\,A_Cabana_-_Frases
3938,modelo.,\m\\o\'\d\\e\.\l\\u\,A_Cabana_-_Frases
3939,Humm...,\u~\\m\\pau\\pau\\pau\,A_Cabana_-_Frases
3939,C...,\s\\e~j~\\pau\,A_Cabana_-_Frases
3939,K...,\k\\pau\\pau\\pau\,A_Cabana_-_Frases
3939,"1-4-6,",\u~\\dZ\\i\\a\\b\\r\\i\\w\\dZ\\i\\s\\ej\\s\\pau\,A_Cabana_-_Frases
3939,acho,\a\\S\\u\\k\\i\\E\\i\\s\\u\,A_Cabana_-_Frases
3939,isso.,,A_Cabana_-_Frases
3940,difícil,'\v\\e\\r\,A_Cabana_-_Frases
3940,ver,\a\.\t\\r\\a\'\v\\E\\js\,A_Cabana_-_Frases
3940,através,\d\\u\,A_Cabana_-_Frases
3940,do,\s\\a\'\k\\i~\.\J\\u\,A_Cabana_-_Frases
3940,saquinho.,,A_Cabana_-_Frases
3942,Dalton:,\d\\a\\w\'\t\\o~\\pau\,A_Cabana_-_Frases
3942,Pergunte,\p\\e\\R\'\g\\u~\.\tS\\i\,A_Cabana_-_Frases
3942,significa.,\s\\i\\g\.\n\\i\'\f\\i\.\k\\a\,A_Cabana_-_Frases
3943,hesitou,\e\.\z\\i\'\t\\ow\,A_Cabana_-_Frases
3943,obedeceu.,\o\.\b\\e\.\d\\e\'\s\\e\\u\,A_Cabana_-_Frases
3944,Agente?,\a\'\Z\\e~\.\tS\\i\,A_Cabana_-_Frases
3946,estou.,\e\\s\'\t\\ow\,A_Cabana_-_Frases
3947,cansada,\k\\a~\'\s\\a\.\d\\a\,A_Cabana_-_Frases
3947,oca.,'\O\.\k\\a\,A_Cabana_-_Frases
3948,isolado,\i\.\z\\o\'\l\\a\.\d\\u\,A_Cabana_-_Frases
3948,conversar?,\k\\o~\.\v\\e\\X\'\s\\a\\X\,A_Cabana_-_Frases
3949,assentiu,\a\.\s\\e~\'\tS\\i\\u\,A_Cabana_-_Frases
3949,ênfase,'\e~\.\f\\a\.\z\\i\,A_Cabana_-_Frases
3949,captou,\k\\a\\p\'\t\\ow\,A_Cabana_-_Frases
3949,mensagem.,\m\\e~\'\s\\a\.\Z\\e~j~\,A_Cabana_-_Frases
3950,Espere,\e\\s\'\p\\E\.\r\\i\,A_Cabana_-_Frases
3950,segundo.,\s\\e\'\g\\u~\.\d\\u\,A_Cabana_-_Frases
3951,seguisse.,\s\\e\'\g\\i\\s\\i\,A_Cabana_-_Frases
3952,"Pronto,",'\p\\r\\o~\.\t\\u\\pau\,A_Cabana_-_Frases
3952,sozinho.,\s\\o\'\z\\i~\.\J\\u\\pau\,A_Cabana_-_Frases
3953,Estamos,\e\\s\'\t\\a~\.\m\\u\\s\,A_Cabana_-_Frases
3953,perseguindo-o,\p\\e\\X\.\s\\e\'\g\\i~\.\d\\u\,A_Cabana_-_Frases
3953,mais,'\e~j~\.\m\\a\\j\\s\,A_Cabana_-_Frases
3953,estados.,\e\\s\'\t\\a\.\d\\u\\s\,A_Cabana_-_Frases
3954,Recebeu,\R\\e\.\s\\e\'\b\\e\\u\,A_Cabana_-_Frases
3954,apelido,\a\.\p\\e\'\l\\i\.\d\\u\,A_Cabana_-_Frases
3954,Matador,\m\\a\.\t\\a\'\d\\o\\R\,A_Cabana_-_Frases
3954,"Meninas,",\m\\e\'\n\\i~\.\n\\a\\js\\pau\,A_Cabana_-_Frases
3954,repassamos,\R\\e\.\p\\a\'\s\\a~\.\m\\u\\z\,A_Cabana_-_Frases
3954,detalhe,\d\\e\'\t\\a\.\L\\i\,A_Cabana_-_Frases
3954,"ninguém,",\n\\i~\'\g\\e~j~\\pau\,A_Cabana_-_Frases
3954,portanto,\p\\o\\X\'\t\\a~\.\t\\u\,A_Cabana_-_Frases
3954,mantenha,\m\\a~\'\t\\e~\.\J\\a\,A_Cabana_-_Frases
3954,em,\e~j~\'\s\\e\.\g\\r\\e\.\d\\u\,A_Cabana_-_Frases
3954,segredo.,,A_Cabana_-_Frases
3955,Acreditamos,\a\.\k\\r\\e\.\dZ\\i\'\t\\a~\.\m\\u\\s\,A_Cabana_-_Frases
3955,seqüestro,\s\\e\'\k\\w\\E\\s\.\t\\r\\u\,A_Cabana_-_Frases
3955,até,\a\'\t\\E\\a\.\g\\O\.\r\\a\\pau\,A_Cabana_-_Frases
3955,"agora,",'\t\\O\.\d\\a\\js\,A_Cabana_-_Frases
3955,todas,\m\\e\'\n\\i~\.\n\\a\\js\\pau\,A_Cabana_-_Frases
3955,"meninas,",'\t\\O\.\d\\a\\js\,A_Cabana_-_Frases
3955,todas,\k\\o~\,A_Cabana_-_Frases
3955,com,'\m\\e~\.\n\\u\\s\,A_Cabana_-_Frases
3955,10,'\a~\.\n\\u\\s\,A_Cabana_-_Frases
3956,acrescenta,\a\.\k\\r\\e\\s\\e~\'\t\\a\,A_Cabana_-_Frases
3956,cinco.,'\s\\i~\.\k\\u\,A_Cabana_-_Frases
3957,broches,'\b\\r\\O\.\S\\i\\z\,A_Cabana_-_Frases
3957,algum,\l\\u\'\g\\a\\R\,A_Cabana_-_Frases
3957,lugar,\d\\a\,A_Cabana_-_Frases
3957,da,'\a\.\r\\e\.\a\,A_Cabana_-_Frases
3957,área,\d\\u\,A_Cabana_-_Frases
3957,do,\s\\e\'\k\\w\\E\\s\.\t\\r\\u\\pau\,A_Cabana_-_Frases
3957,"seqüestro,",'\t\\O\.\d\\u\\s\,A_Cabana_-_Frases
3957,todos,'\t\\e~j~\,A_Cabana_-_Frases
3957,o,'\m\\e\\z\.\m\\u\,A_Cabana_-_Frases
3957,mesmo,'\n\\u\\m\\e\.\r\\u\,A_Cabana_-_Frases
3957,número,\dZ\\i\,A_Cabana_-_Frases
3957,de,\m\\o\'\d\\e\.\l\\u\\pau\,A_Cabana_-_Frases
3957,"modelo,",\m\\a\\js\,A_Cabana_-_Frases
3957,não,\k\\o~\.\s\\e\'\g\\i~\.\m\\u\\s\,A_Cabana_-_Frases
3957,conseguimos,\d\\e\\s\.\k\\o\'\b\\r\\i\\R\,A_Cabana_-_Frases
3957,descobrir,\dZ\\i\,A_Cabana_-_Frases
3957,onde,'\e\.\l\\i\\s\,A_Cabana_-_Frases
3957,eles,\v\\i\'\e\.\r\\a~\\w~\,A_Cabana_-_Frases
3957,vieram,\o\.\r\\i\.\Z\\i~\.\n\\a\\w\'\m\\e~\.\tS\\i\,A_Cabana_-_Frases
3957,originalmente,\n\\e~j~\.\e~\'\k\\o~\.\t\\r\\a\\r\,A_Cabana_-_Frases
3957,nem,\u\,A_Cabana_-_Frases
3957,encontrar,'\k\\O\\X\.\p\\u\,A_Cabana_-_Frases
3957,corpo,\n\\e\'\J\\u~\.\m\\a\,A_Cabana_-_Frases
3957,de,\d\\a\\js\,A_Cabana_-_Frases
3957,nenhuma,'\k\\w\\a\.\t\\r\\u\,A_Cabana_-_Frases
3957,das,\m\\e\'\n\\i~\.\n\\a\\js\\pau\,A_Cabana_-_Frases
3957,quatro,\m\\a\\js\,A_Cabana_-_Frases
3957,"meninas,",'\t\\e~\.\m\\u\\s\,A_Cabana_-_Frases
3957,mas,'\b\\o~\\s\,A_Cabana_-_Frases
3957,temos,\m\\o\'\tS\\i\.\v\\u\\s\,A_Cabana_-_Frases
3957,bons,'\p\\a\.\r\\a\,A_Cabana_-_Frases
3957,motivos,\a\.\k\\r\\e\.\dZ\\i\'\t\\a\\X\,A_Cabana_-_Frases
3957,acreditar,\n\\e\'\J\\u~\.\m\\a\,A_Cabana_-_Frases
3957,que,'\d\\E\.\l\\a\\js\,A_Cabana_-_Frases
3957,nenhuma,\s\\o\.\b\\r\\e\.\v\\i\'\v\\e\\u\,A_Cabana_-_Frases
3957,delas,,A_Cabana_-_Frases
3957,sobreviveu.,,A_Cabana_-_Frases
3958,crimes,'\k\\r\\i~\.\m\\i\\z\,A_Cabana_-_Frases
3958,aconteceram,\a\.\k\\o~\.\t\\e\'\s\\e\.\r\\a~\\w~\,A_Cabana_-_Frases
3958,em,'\e~j~\.\k\\a~\.\p\\i~\.\g\\z\,A_Cabana_-_Frases
3958,campings,\ow\,A_Cabana_-_Frases
3958,ou,'\p\\r\\O\\S\\i~\.\m\\u\,A_Cabana_-_Frases
3958,próximo,\dZ\\i\,A_Cabana_-_Frases
3958,de,'\k\\a~\.\p\\i~\.\g\\s\\pau\,A_Cabana_-_Frases
3958,"campings,",'\p\\E\\X\.\t\\u\,A_Cabana_-_Frases
3958,perto,\dZ\\i\,A_Cabana_-_Frases
3958,um,'\p\\a\\X\.\k\\i\,A_Cabana_-_Frases
3958,parque,\e\\s\.\t\\a\.\d\\u\'\a\\w\,A_Cabana_-_Frases
3958,estadual,\ow\,A_Cabana_-_Frases
3958,ou,\u~\.\m\\a\,A_Cabana_-_Frases
3958,uma,\R\\e\'\z\\E\\R\.\v\\a\,A_Cabana_-_Frases
3958,reserva.,,A_Cabana_-_Frases
3959,criminoso,\k\\r\\i~\.\m\\i~\'\n\\o\.\z\\u\,A_Cabana_-_Frases
3959,mover,\m\\o\'\v\\e\\X\,A_Cabana_-_Frases
3959,habilidade,\a\.\b\\i\.\l\\i\'\d\\a\.\dZ\\i\,A_Cabana_-_Frases
3959,em,\e~j~\'\f\\l\\o\.\r\\E\\s\.\t\\a\\js\,A_Cabana_-_Frases
3959,florestas,\i\,A_Cabana_-_Frases
3959,e,\m\\o~\'\t\\a~\.\J\\a\\js\,A_Cabana_-_Frases
3959,montanhas.,,A_Cabana_-_Frases
3960,"deixou,",\d\\e\\j\'\S\\ow\\pau\,A_Cabana_-_Frases
3960,os,'\k\\a\.\z\\u\\s\\pau\,A_Cabana_-_Frases
3960,"casos,",\a\\b\.\s\\o\.\l\\u\.\t\\a\'\m\\e~\.\tS\\i\,A_Cabana_-_Frases
3960,absolutamente,'\n\\a\.\d\\a\,A_Cabana_-_Frases
3960,nada,\a\'\l\\e~j~\,A_Cabana_-_Frases
3960,além,\d\\u\,A_Cabana_-_Frases
3961,carro?,'\k\\a\.\R\\u\,A_Cabana_-_Frases
3962,Temos,'\t\\e~\.\m\\u\\z\,A_Cabana_-_Frases
3962,verde,'\v\\E\\R\.\dZ\\i\,A_Cabana_-_Frases
3962,ele,\f\\u\'\Z\\i\\u\,A_Cabana_-_Frases
3962,fugiu.,,A_Cabana_-_Frases
3963,vão,'\v\\a~\\w~\\pau\,A_Cabana_-_Frases
3963,encontrá-la.,\s\\i\,A_Cabana_-_Frases
3963,Se,'\f\\o\\r\,A_Cabana_-_Frases
3963,for,\u\,A_Cabana_-_Frases
3963,o,'\n\\O\.\s\\u\,A_Cabana_-_Frases
3963,nosso,'\k\\a\.\r\\a\\pau\,A_Cabana_-_Frases
3963,"cara,",'\e\.\l\\i\,A_Cabana_-_Frases
3963,ele,'\d\\E\.\v\\i\,A_Cabana_-_Frases
3963,deve,\R\\ow\'\b\\a\.\d\\u\,A_Cabana_-_Frases
3963,tê-la,'\a\,A_Cabana_-_Frases
3963,roubado,\u~\,A_Cabana_-_Frases
3963,há,\ow\,A_Cabana_-_Frases
3963,ou,'\dZ\\i\.\a\\js\\pau\,A_Cabana_-_Frases
3963,dois,\R\\e\.\p\\i~\'\t\\a\.\d\\u\\pau\,A_Cabana_-_Frases
3963,"dias,",\e~\'\S\\i\.\d\\u\,A_Cabana_-_Frases
3963,"repintado,",\dZ\\i\,A_Cabana_-_Frases
3963,enchido,\e\.\k\\i\.\p\\a\'\m\\e~\.\t\\u\,A_Cabana_-_Frases
3963,equipamento,\k\\a\.\m\\i~\'\J\\a\.\d\\a\\js\\pau\,A_Cabana_-_Frases
3963,"caminhadas,",'\E\.\l\\a\,A_Cabana_-_Frases
3963,e,'\v\\a\\j\,A_Cabana_-_Frases
3963,ela,\e\\s\'\t\\a\\X\,A_Cabana_-_Frases
3963,vai,\t\\o\.\t\\a\\w\'\m\\e~\.\tS\\i\,A_Cabana_-_Frases
3963,estar,'\l\\i~\.\p\\a\,A_Cabana_-_Frases
3963,totalmente,,A_Cabana_-_Frases
3963,limpa.,,A_Cabana_-_Frases
3964,ouvia,\ow\'\v\\i\.\a\,A_Cabana_-_Frases
3964,"especial,",\e\\s\.\p\\e\.\s\\i\'\a\\w\\pau\,A_Cabana_-_Frases
3964,esvair.,\e\\z\.\v\\a\'\j\\X\,A_Cabana_-_Frases
3965,Sentou-se,\s\\e~\'\t\\ow\,A_Cabana_-_Frases
3965,frouxo,\s\\i\,A_Cabana_-_Frases
3965,no,'\f\\r\\ow\.\S\\u\,A_Cabana_-_Frases
3965,chão,\n\\u\,A_Cabana_-_Frases
3965,e,'\S\\a~\\w~\,A_Cabana_-_Frases
3965,enterrou,\i\,A_Cabana_-_Frases
3965,o,\e~\.\t\\e\'\R\\ow\,A_Cabana_-_Frases
3965,rosto,\u\,A_Cabana_-_Frases
3965,nas,'\R\\o\\s\.\t\\u\,A_Cabana_-_Frases
3965,mãos.,\n\\a\\js\,A_Cabana_-_Frases
3965,,'\m\\a~\\w~\\s\,A_Cabana_-_Frases
3966,permitiu-se,\p\\e\\R\.\m\\i\'\tS\\i\\u\,A_Cabana_-_Frases
3966,considerar,\s\\i\,A_Cabana_-_Frases
3966,o,\k\\o~\.\s\\i\.\d\\e\'\r\\a\\r\,A_Cabana_-_Frases
3966,alcance,\u\,A_Cabana_-_Frases
3966,das,\a\\w\'\k\\a~\.\s\\i\,A_Cabana_-_Frases
3966,possibilidades,\d\\a\\js\,A_Cabana_-_Frases
