,level_1,grapheme,phoneme,filename
4528,3560,pouco,\i\\pau\,A_Cabana_-_Frases
4528,3560,"e,",\a\,A_Cabana_-_Frases
4528,3560,a,\k\\a\.\d\\a\,A_Cabana_-_Frases
4528,3560,cada,\p\\a\.\s\\u\,A_Cabana_-_Frases
4528,3560,passo,\s\\e\.\g\\i~\.\tS\\i\\pau\,A_Cabana_-_Frases
4528,3560,"seguinte,",\s\\u\'\b\\i\\u\,A_Cabana_-_Frases
4528,3560,subiu,'\m\\a\\j\\s\\pau\,A_Cabana_-_Frases
4528,3560,"mais,",\a\.\t\\E\\e\\s\'\t\\a\\R\,A_Cabana_-_Frases
4528,3560,estar,'\n\\O\.\v\\u\,A_Cabana_-_Frases
4528,3560,de,\a~\.\d\\a~\.\d\\u\,A_Cabana_-_Frases
4528,3560,novo,'\s\\o\\b\\r\\i\,A_Cabana_-_Frases
4528,3560,andando,'\a\,A_Cabana_-_Frases
4528,3560,sobre,\a\.\g\\u\\a\,A_Cabana_-_Frases
4529,3561,reuniu,\R\\e\.\u~\'\n\\i\\u\,A_Cabana_-_Frases
4529,3561,continuaram,\k\\o~\.\tS\\i~\'\n\\u\.\a\.\r\\a~\\w~\,A_Cabana_-_Frases
4529,3561,à,\k\\a\.\b\\a~\.\n\\a\,A_Cabana_-_Frases
4530,3562,"junto,",'\Z\\u~\.\t\\u\\pau\,A_Cabana_-_Frases
4530,3562,acha?,'\a\.\S\\a\,A_Cabana_-_Frases
4531,3563,Perguntou,\p\\e\\R\.\g\\u~\'\t\\ow\,A_Cabana_-_Frases
4532,3564,aprender.,\a\.\p\\r\\e~\'\d\\e\\X\,A_Cabana_-_Frases
4533,3565,devolveu,\d\\e\.\v\\o\\w\'\v\\e\\u\,A_Cabana_-_Frases
4534,3566,nado,'\n\\a\.\d\\u\,A_Cabana_-_Frases
4534,3566,"agua,",\a\'\g\\u\\a\\pau\,A_Cabana_-_Frases
4534,3566,fosse.,'\f\\O\.\s\\i\,A_Cabana_-_Frases
4536,3568,confiar,\k\\o~\.\f\\i\'\a\\R\,A_Cabana_-_Frases
4539,3571,uma,\i\\s\.\t\\O\\r\\i\\a\,A_Cabana_-_Frases
4539,3571,história,\a\'\p\\a\.\v\\o\.\r\\a~\.\tS\\i\,A_Cabana_-_Frases
4539,3571,apavorante,\d\\e\.\m\\a\\j\\s\,A_Cabana_-_Frases
4541,3573,"arrependimentos,",\a\.\R\\e\.\p\\e~\.\dZ\\i~\'\m\\e~\.\t\\u\\s\\pau\,A_Cabana_-_Frases
4541,3573,explicou,\e\\s\.\p\\l\\i\'\k\\ow\,A_Cabana_-_Frases
4542,3574,eles,'\s\\a~\\w~\,A_Cabana_-_Frases
4542,3574,são,'\m\\a\\j\\s\,A_Cabana_-_Frases
4542,3574,mais,'\s\\o~\.\b\\r\\a\,A_Cabana_-_Frases
4542,3574,sombra,'\d\\u\,A_Cabana_-_Frases
4542,3574,que,\R\\e\.\a\.\l\\i\.\d\\a\.\dZ\\i\\pau\,A_Cabana_-_Frases
4542,3574,"realidade,",\p\\o\\r\,A_Cabana_-_Frases
4542,3574,isso,'\p\\a\.\r\\E\.\s\\e~j~\.\m\\a\\j\.\o\.\r\\i\\s\,A_Cabana_-_Frases
4542,3574,parecem,\n\\u\,A_Cabana_-_Frases
4542,3574,maiores,\e\\s\'\k\\u\.\r\\u\,A_Cabana_-_Frases
4542,3574,escuro.,,A_Cabana_-_Frases
4543,3575,vivem,'\v\\i\.\v\\e~j~\.\n\\u\,A_Cabana_-_Frases
4543,3575,seu,'\i~\.\t\\e\.\r\\i\.\o\\X\\pau\,A_Cabana_-_Frases
4543,3575,"interior,",\v\\o\.\s\\e\,A_Cabana_-_Frases
4543,3575,você,\k\\o\'\m\\e\.\k\\a\,A_Cabana_-_Frases
4543,3575,comecá,\a\,A_Cabana_-_Frases
4543,3575,a,\v\\e\\r\,A_Cabana_-_Frases
4543,3575,são,'\R\\e\.\a\\w\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases
4544,3576,mantemos,\m\\a~\'\t\\e~\.\m\\u\\s\,A_Cabana_-_Frases
4544,3576,dentro?,'\d\\e~\.\t\\r\\u\,A_Cabana_-_Frases
4545,3577,acreditamos,\a\.\k\\r\\e\.\dZ\\i\'\t\\a~\.\m\\u\\s\,A_Cabana_-_Frases
4545,3577,segura,\s\\e\'\g\\u\.\r\\a\,A_Cabana_-_Frases
4546,3578,uma,\k\\r\\i\.\a~\.\k\\a\,A_Cabana_-_Frases
4546,3578,crianca,\t\\e~\'\t\\a~\.\d\\u\,A_Cabana_-_Frases
4546,3578,tentando,\s\\o\'\b\\r\\e\.\v\\i\.\v\\e\\X\,A_Cabana_-_Frases
4546,3578,sobreviver...,,A_Cabana_-_Frases
4547,3579,interior.,\i~\.\t\\e\'\r\\i\.\o\\X\,A_Cabana_-_Frases
4548,3580,é,\E\\a\.\k\\E\.\l\\a\,A_Cabana_-_Frases
4548,3580,aquela,\k\\r\\i\'\a~\.\s\\a\,A_Cabana_-_Frases
4548,3580,criança,\n\\a\,A_Cabana_-_Frases
4548,3580,na,\k\\a\.\v\\E\\R\.\n\\a\,A_Cabana_-_Frases
4548,3580,caverna,\e\\s\'\k\\u\.\r\\a\\pau\,A_Cabana_-_Frases
4548,3580,"escura,",\R\\o\'\d\\e\.\a\.\d\\a\,A_Cabana_-_Frases
4548,3580,rodeada,\dZ\\i\,A_Cabana_-_Frases
4548,3580,de,\m\\o~\\s\.\t\\r\\u\\s\\pau\,A_Cabana_-_Frases
4548,3580,"monstros,",'\i\\pau\,A_Cabana_-_Frases
4548,3580,"e,",\k\\o~\.\m\\u\,A_Cabana_-_Frases
4548,3580,se,\a\.\b\\i\.\t\\u\.\ow\\pau\,A_Cabana_-_Frases
4548,3580,"habituou,",\k\\o~\.\tS\\i~\.\n\\u\'\a\,A_Cabana_-_Frases
4548,3580,continua,\a\\u~\.\m\\e~\'\t\\a~\.\d\\u\,A_Cabana_-_Frases
4548,3580,aumentando,\s\\u\.\a\,A_Cabana_-_Frases
4548,3580,sua,'\k\\o\.\l\\e\.\s\\a~\\w~\,A_Cabana_-_Frases
4548,3580,coleção.,,A_Cabana_-_Frases
4549,3581,colecionamos,\k\\o\.\l\\e\.\s\\i\.\o\'\n\\a~\.\m\\u\\s\,A_Cabana_-_Frases
4549,3581,"valor,",\v\\a\'\l\\o\\X\\pau\,A_Cabana_-_Frases
4549,3581,sabe?,'\s\\a\.\b\\i\,A_Cabana_-_Frases
4550,3582,sorrir.,\s\\o\'\R\\i\\X\\pau\,A_Cabana_-_Frases
4550,3582,referindo,\R\\e\.\f\\e\'\r\\i~\.\d\\u\,A_Cabana_-_Frases
4550,3582,colecionar,\k\\o\.\l\\e\.\s\\i\.\o\'\n\\a\\R\,A_Cabana_-_Frases
4551,3583,isso,'\m\\u\.\d\\a\,A_Cabana_-_Frases
4551,3583,muda,'\p\\a\.\r\\a\,A_Cabana_-_Frases
4551,3583,para,'\a\\w\.\g\\e~j~\,A_Cabana_-_Frases
4551,3583,perdido,\n\\u\,A_Cabana_-_Frases
4551,3583,no,\e\\s\.\k\\u\.\r\\u\,A_Cabana_-_Frases
4551,3583,escuro,\k\\o~\'\m\\u\,A_Cabana_-_Frases
4551,3583,como,'\e\\u\,A_Cabana_-_Frases
4551,3583,eu?,,A_Cabana_-_Frases
4552,3584,devagar.,\d\\e\.\v\\a\'\g\\a\\X\,A_Cabana_-_Frases
4553,3585,você,\s\\i\\pau\,A_Cabana_-_Frases
4553,3585,não,\v\\o\'\s\\e\,A_Cabana_-_Frases
4553,3585,pode,'\n\\a~\\w~\,A_Cabana_-_Frases
4553,3585,fazer,'\p\\O\.\dZ\\i\,A_Cabana_-_Frases
4553,3585,isso,\f\\a\'\z\\e\\r\,A_Cabana_-_Frases
4553,3585,sozinho.,'\i\.\s\\u\,A_Cabana_-_Frases
4553,3585,,\s\\o\'\z\\i~\.\J\\u\,A_Cabana_-_Frases
4554,3586,tentam,'\t\\e~\.\t\\a~\\w~\,A_Cabana_-_Frases
4554,3586,mecanismos,\m\\e\.\k\\a\'\n\\i\\z\.\m\\u\\s\,A_Cabana_-_Frases
4554,3586,enfrentamento,\e~\.\f\\r\\e~\.\t\\a\'\m\\e~\.\t\\u\,A_Cabana_-_Frases
4554,3586,jogos,'\Z\\O\.\g\\u\\s\,A_Cabana_-_Frases
4554,3586,mentais.,\m\\e~\'\t\\a\\j\\s\,A_Cabana_-_Frases
4555,3587,monstros,'\m\\o~\\s\.\t\\r\\u\\s\,A_Cabana_-_Frases
4555,3587,só,'\s\\O\\e\\s\.\p\\e\.\r\\a~\.\d\\u\,A_Cabana_-_Frases
4555,3587,esperando,\a\,A_Cabana_-_Frases
4555,3587,de,\s\\a\.\j\\X\,A_Cabana_-_Frases
4555,3587,sair.,,A_Cabana_-_Frases
4556,3588,então?,\e~\'\t\\a~\\w~\,A_Cabana_-_Frases
4557,3589,"fazendo,",\f\\a\'\z\\e~\.\d\\u\\pau\,A_Cabana_-_Frases
4557,3589,Mack:,\m\\a\\k\.\k\\pau\,A_Cabana_-_Frases
4558,3590,um,\k\\o~\.\s\\ej\.\t\\u\,A_Cabana_-_Frases
4558,3590,conceito,\f\\a\'\s\\i\\w\,A_Cabana_-_Frases
4558,3590,fácil,'\p\\a\.\r\\a\,A_Cabana_-_Frases
4558,3590,os,\u~\.\m\\a~\.\n\\u\\s\,A_Cabana_-_Frases
4558,3590,humanos.,,A_Cabana_-_Frases
4559,3591,coisa.,'\k\\o\\j\.\z\\a\,A_Cabana_-_Frases
4560,3592,continuou...,\k\\o~\.\tS\\i~\'\n\\u\.\ow\,A_Cabana_-_Frases
4561,3593,desejamos,\d\\e\.\z\\e\'\Z\\a~\.\m\\u\\z\,A_Cabana_-_Frases
4561,3593,você,\R\\i\,A_Cabana_-_Frases
4561,3593,re-torne,\t\\O\\R\.\n\\i\,A_Cabana_-_Frases
4562,3594,iremos,\i\'\r\\e~\.\m\\u\\s\,A_Cabana_-_Frases
4562,3594,compartilhar.,\k\\o~\.\p\\a\\X\.\tS\\i\'\L\\a\\X\,A_Cabana_-_Frases
4563,3595,não,'\m\\e\.\r\\a\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases
4563,3595,meramente,\i~\.\m\\a\'\Z\\i~\.\n\\a\.\d\\a\,A_Cabana_-_Frases
4563,3595,imaginada.,,A_Cabana_-_Frases
4564,3596,destinados,\d\\e\\s\.\tS\\i~\'\n\\a\.\d\\u\\z\,A_Cabana_-_Frases
4564,3596,"diálogo,",\dZ\\i\'\a\.\l\\o\.\g\\u\\pau\,A_Cabana_-_Frases
4564,3596,jornada.,\Z\\o\\R\'\n\\a\.\d\\a\,A_Cabana_-_Frases
4565,3597,sabedoria,\s\\a\.\b\\e\.\d\\o\'\r\\i\.\a\,A_Cabana_-_Frases
4565,3597,aprender,\a\.\p\\r\\e~\'\d\\e\\r\,A_Cabana_-_Frases
4565,3597,amar,\a\'\m\\a\\X\,A_Cabana_-_Frases
4565,3597,nós...,'\n\\O\\js\\pau\\pau\\pau\,A_Cabana_-_Frases
4565,3597,ouvimos,\ow\\v\\i~\\m\\u\\s\\v\\o\\s\\e\\R\\e\\z\\m\\u~\\g\\a\\X\\pau\,A_Cabana_-_Frases
4565,3597,você,\s\\i\\a\\f\\l\\i\\Z\\i\\X\\pau\,A_Cabana_-_Frases
4565,3597,"resmungar,",\R\\e\\k\\l\\a\\m\\a\\r\\i\,A_Cabana_-_Frases
4565,3597,"afligir,",,A_Cabana_-_Frases
4565,3597,reclamar,,A_Cabana_-_Frases
4565,3597,e...,,A_Cabana_-_Frases
4567,3599,Pare!,'\p\\a\.\r\\i\\pau\,A_Cabana_-_Frases
4567,3599,imobilizou.,\i~\.\m\\o\.\b\\i\.\l\\i\'\z\\ow\,A_Cabana_-_Frases
4568,3600,tê-lo,\o\.\f\\e~\'\dZ\\i\.\d\\u\\pau\,A_Cabana_-_Frases
4568,3600,"ofendido,",\m\\a\\js\,A_Cabana_-_Frases
4568,3600,mas,\Z\\e\'\z\\u\\js\,A_Cabana_-_Frases
4568,3600,Jesus,\e\\s\'\t\\a\.\v\\a\,A_Cabana_-_Frases
4568,3600,estava,\o\'\L\\a~\.\d\\u\,A_Cabana_-_Frases
4568,3600,olhando,\a\.\t\\e~\.\t\\a\'\m\\e~\.\tS\\i\,A_Cabana_-_Frases
4568,3600,atentamente,'\p\\a\.\r\\a\,A_Cabana_-_Frases
4569,3601,viu?,'\v\\i\\u\,A_Cabana_-_Frases
4570,3602,"Olhe,",'\O\.\L\\i\\pau\,A_Cabana_-_Frases
4570,3602,aí,'\a\\i\\v\\e~j~\.\dZ\\i\,A_Cabana_-_Frases
4570,3602,vem,\n\\O\.\v\\u\,A_Cabana_-_Frases
4572,3604,protegeu,\p\\r\\o\.\t\\e\'\Z\\e\\u\,A_Cabana_-_Frases
4572,3604,tentativa,\t\\e~\'\t\\a\.\tS\\i\.\v\\a\,A_Cabana_-_Frases
4572,3604,olhando.,\o\'\L\\a~\.\d\\u\,A_Cabana_-_Frases
4573,3605,Olhe!,'\O\.\L\\i\\pau\,A_Cabana_-_Frases
4573,3605,sussurrando.,\s\\u\.\s\\u\'\R\\a~\.\d\\u\,A_Cabana_-_Frases
4574,3606,uma,\b\\e\.\l\\e\.\z\\a\\pau\,A_Cabana_-_Frases
4574,3606,beleza!,\d\\E\'\v\\i\,A_Cabana_-_Frases
4574,3606,Deve,'\t\\e\\r\,A_Cabana_-_Frases
4574,3606,ter,'\u~\\s\,A_Cabana_-_Frases
4574,3606,uns,\s\\e\.\s\\e~\.\t\\a\,A_Cabana_-_Frases
4574,3606,60,\s\\e~\'\tS\\i\\m\\e\.\t\\r\\u\\s\,A_Cabana_-_Frases
4574,3606,centímetros!,,A_Cabana_-_Frases
4575,3607,truta,'\t\\r\\u\.\t\\a\,A_Cabana_-_Frases
4575,3607,deslizando,\d\\e\\z\.\l\\i\'\z\\a~\.\d\\u\,A_Cabana_-_Frases
4575,3607,60,\s\\e\'\s\\e~\.\t\\a\,A_Cabana_-_Frases
4575,3607,centímetros,'\s\\e~\.\tS\\i\\m\\e\.\t\\r\\u\\z\,A_Cabana_-_Frases
4575,3607,abaixo,'\a\.\b\\a\\j\.\S\\u\,A_Cabana_-_Frases
4575,3607,sem,\s\\e~j~\.\n\\o\.\t\\a\\r\,A_Cabana_-_Frases
4575,3607,notar,'\a\,A_Cabana_-_Frases
4575,3607,a,\a\.\Z\\i\.\t\\a\.\s\\a~\\w~\,A_Cabana_-_Frases
4575,3607,agitação,\k\\i\,A_Cabana_-_Frases
4575,3607,estava,'\p\\r\\o\.\v\\o\.\k\\a~\.\d\\u\,A_Cabana_-_Frases
4575,3607,provocando,\a\'\s\\i~\.\m\\a\,A_Cabana_-_Frases
4575,3607,acima.,,A_Cabana_-_Frases
4576,3608,Estive,\e\\s\'\tS\\i\.\v\\i\,A_Cabana_-_Frases
4576,3608,pegá-la,\d\\u\'\r\\a~\.\tS\\i\,A_Cabana_-_Frases
4576,3608,durante,\s\\e\'\m\\a~\.\n\\a\\js\,A_Cabana_-_Frases
4576,3608,semanas,\i\,A_Cabana_-_Frases
4576,3608,e,'\a\\i\\E\.\l\\a\,A_Cabana_-_Frases
4576,3608,aí,'\v\\e~j~\\pau\,A_Cabana_-_Frases
4576,3608,ela,\s\\O\\p\\a\.\r\\a\,A_Cabana_-_Frases
4576,3608,"vem,",'\m\\i\,A_Cabana_-_Frases
4576,3608,só,'\p\\r\\o\.\v\\o\.\k\\a\\X\,A_Cabana_-_Frases
4576,3608,provocar.,,A_Cabana_-_Frases
4578,3610,"pasmo,",'\p\\a\\z\.\m\\u\\pau\,A_Cabana_-_Frases
4578,3610,saltar,\s\\a\\w\'\t\\a\\X\,A_Cabana_-_Frases
4578,3610,"outro,",\ow\.\t\\r\\u\\pau\,A_Cabana_-_Frases
4578,3610,peixe.,'\p\\ej\.\S\\i\,A_Cabana_-_Frases
4579,3611,desistiu,\d\\e\.\z\\i\\s\'\tS\\i\\u\,A_Cabana_-_Frases
4579,3611,empolgado,\e~\'\p\\o\\w\.\g\\a\.\d\\u\,A_Cabana_-_Frases
4579,3611,menininho.,\m\\e\'\n\\i~\.\n\\i~\.\J\\u\,A_Cabana_-_Frases
4580,3612,fantástica?,\p\\r\\o\'\v\\a\.\v\\e\\w\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases
4580,3612,Provavelmente,\n\\u~\.\k\\a\,A_Cabana_-_Frases
4580,3612,nunca,'\v\\ow\,A_Cabana_-_Frases
4580,3612,vou,'\k\\o~\.\s\\e\.\g\\i\\X\,A_Cabana_-_Frases
4580,3612,conseguir,,A_Cabana_-_Frases
4580,3612,pegá-la.,,A_Cabana_-_Frases
4582,3614,porquê,\p\\o\\X\'\k\\e\,A_Cabana_-_Frases
4582,3614,ordena,\o\\R\'\d\\e~\.\n\\a\,A_Cabana_-_Frases
4582,3614,ela...,'\E\.\l\\a\\pau\\pau\\pau\,A_Cabana_-_Frases
4582,3614,não,'\n\\a~\\w~\\s\\ej\\pau\\pau\\pau\,A_Cabana_-_Frases
4582,3614,sei...,'\p\\u\\l\\i\\n\\u\\s\\e\\u\\b\\a\\X\\k\\u\\ow\\m\\O\\R\\d\\a\\s\\e\\u\\a~\\z\\O\\w\,A_Cabana_-_Frases
4582,3614,pule,,A_Cabana_-_Frases
4582,3614,morda,,A_Cabana_-_Frases
4582,3614,anzol?,,A_Cabana_-_Frases
4583,3615,o,\s\\e\.\J\\o\\R\,A_Cabana_-_Frases
4583,3615,Senhor,\d\\a\,A_Cabana_-_Frases
4583,3615,da,\k\\r\\i\.\a\.\s\\a~\\w~\,A_Cabana_-_Frases
4583,3615,Criação?,,A_Cabana_-_Frases
4584,3616,abaixando-se,\a\.\b\\a\\j\'\S\\a~\.\d\\u\,A_Cabana_-_Frases
4584,3616,passando,\i\,A_Cabana_-_Frases
4584,3616,a,\p\\a\'\s\\a~\.\d\\u\,A_Cabana_-_Frases
4584,3616,sobre,'\m\\a~\\w~\,A_Cabana_-_Frases
4585,3617,"diversão,",\dZ\\i\.\v\\e\\X\'\s\\a~\\w~\\pau\,A_Cabana_-_Frases
4587,3619,chorava.,\S\\o\'\r\\a\.\v\\a\,A_Cabana_-_Frases
4588,3620,Percebia,\p\\e\\X\.\s\\e\'\b\\i\.\a\,A_Cabana_-_Frases
4588,3620,que,\t\\a~\.\b\\e~j~\,A_Cabana_-_Frases
4588,3620,também,\e\'\r\\a\,A_Cabana_-_Frases
4588,3620,era,'\d\\e\.\u\\s\,A_Cabana_-_Frases
4590,3622,aventurou,\a\.\v\\e~\.\t\\u\'\r\\ow\,A_Cabana_-_Frases
4590,3622,vez:,'\v\\e\\js\,A_Cabana_-_Frases
4591,3623,"perguntar,",\p\\o\\X\,A_Cabana_-_Frases
4591,3623,quê,'\v\\o\.\s\\e\,A_Cabana_-_Frases
4591,3623,me,\f\\a\.\l\\ow\,A_Cabana_-_Frases
4591,3623,falou,\s\\o\\b\\r\\i\,A_Cabana_-_Frases
4591,3623,sobre,'\m\\i\.\s\\j\,A_Cabana_-_Frases
4591,3623,Missy,\a~\.\tS\\i\\s\,A_Cabana_-_Frases
4591,3623,antes?,,A_Cabana_-_Frases
4592,3624,"exemplo,",\e\'\z\\e~\.\p\\l\\u\\pau\,A_Cabana_-_Frases
4592,3624,ontem,'\o~\.\t\\e~j~\.\a\,A_Cabana_-_Frases
4592,3624,a,\n\\o\\j\.\tS\\i\\pau\,A_Cabana_-_Frases
4592,3624,"noite,",'\ow\,A_Cabana_-_Frases
4592,3624,ou,\a\,A_Cabana_-_Frases
4592,3624,há,'\u~\,A_Cabana_-_Frases
4592,3624,um,\a~\.\n\\u\\pau\,A_Cabana_-_Frases
4592,3624,"ano,",'\ow\,A_Cabana_-_Frases
4593,3625,tentamos.,\t\\e~\'\t\\a~\.\m\\u\\s\,A_Cabana_-_Frases
4594,3626,"dor,",'\p\\r\\e\.\z\\u~\.\m\\i\,A_Cabana_-_Frases
4594,3626,presume,\s\\e~\'\p\\r\\i\,A_Cabana_-_Frases
4594,3626,o,\p\\i\.\o\\r\,A_Cabana_-_Frases
4594,3626,pior,'\a\,A_Cabana_-_Frases
4594,3626,a,\m\\e\\u\,A_Cabana_-_Frases
4594,3626,meu,'\R\\e\\s\.\p\\ej\.\t\\u\,A_Cabana_-_Frases
4594,3626,respeito?,,A_Cabana_-_Frases
4595,3627,ouvir.,\ow\'\v\\i\\X\,A_Cabana_-_Frases
4596,3628,ocasiões,\o\.\k\\a\.\z\\i\'\o~\\j~\\s\,A_Cabana_-_Frases
4596,3628,desperdício.,\d\\e\\s\.\p\\e\\R\'\dZ\\i\\s\\i\\u\,A_Cabana_-_Frases
4597,3629,rachaduras,\R\\a\.\S\\a\'\d\\u\.\r\\a\\js\,A_Cabana_-_Frases
4597,3629,"parede,",\p\\a\'\r\\E\.\dZ\\i\\pau\,A_Cabana_-_Frases
4597,3629,"entrelaçadas,",\e~\.\t\\r\\e\.\l\\a\'\s\\a\.\d\\a\\js\\pau\,A_Cabana_-_Frases
4597,3629,prepararam,\p\\r\\e\.\p\\a\'\r\\a\.\r\\a~\\w~\,A_Cabana_-_Frases
4598,3630,preciso,\d\\e\'\m\\o\.\r\\a\\r\,A_Cabana_-_Frases
4598,3630,demorar,\u~\,A_Cabana_-_Frases
4598,3630,tempo,'\p\\r\\e\.\p\\a\.\r\\a~\.\d\\u\,A_Cabana_-_Frases
4598,3630,preparando,\u\,A_Cabana_-_Frases
4598,3630,o,\s\\O\.\l\\u\,A_Cabana_-_Frases
4598,3630,solo,'\s\\i\,A_Cabana_-_Frases
4598,3630,se,\k\\i\.\z\\e\\X\,A_Cabana_-_Frases
4598,3630,quiser,\k\\i\,A_Cabana_-_Frases
4598,3630,ele,'\a\.\k\\o\.\L\\a\,A_Cabana_-_Frases
4598,3630,acolha,\a\,A_Cabana_-_Frases
4598,3630,a,\s\\e\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases
4598,3630,semente.,,A_Cabana_-_Frases
4599,3631,resistimos,\R\\e\.\z\\i\\s\'\tS\\i~\.\m\\u\\z\,A_Cabana_-_Frases
4601,3633,momento,\d\\a\,A_Cabana_-_Frases
4601,3633,da,\g\\r\\a\.\s\\a\\pau\,A_Cabana_-_Frases
4601,3633,"graça,",'\m\\a\\k\.\k\,A_Cabana_-_Frases
4603,3635,acrescente,\a\.\k\\r\\e\\s\\e~\'\tS\\i\,A_Cabana_-_Frases
4604,3636,ondulações,\o~\.\d\\u\.\l\\a\'\s\\o~\\j~\\z\,A_Cabana_-_Frases
4604,3636,ricocheteando,\R\\i\.\k\\o\.\S\\e\.\t\\e\'\a~\.\d\\u\,A_Cabana_-_Frases
4604,3636,em,\e~j~\.\ow\.\t\\r\\a\\js\,A_Cabana_-_Frases
4604,3636,outras,'\e\\s\.\k\\O\.\L\\a\\js\,A_Cabana_-_Frases
4605,3637,confusao,\k\\o~\.\f\\u\'\z\\a\\w\,A_Cabana_-_Frases
4605,3637,tece,\t\\E\.\s\\i\,A_Cabana_-_Frases
4605,3637,tapeçaria,\t\\a\.\p\\e\'\s\\a\.\r\\i\.\a\,A_Cabana_-_Frases
4605,3637,magnífica.,'\m\\a\\g\.\n\\i\\f\\i\.\k\\a\,A_Cabana_-_Frases
4606,3638,Só,'\s\\O\\p\\a\.\p\\a\\j\,A_Cabana_-_Frases
4606,3638,papai,\p\\O\'\dZ\\i\,A_Cabana_-_Frases
4606,3638,pode,'\R\\e\.\z\\o\\w\.\v\\e\\X\,A_Cabana_-_Frases
4606,3638,resolver,\t\\u\.\d\\u\,A_Cabana_-_Frases
4606,3638,isso,\i\,A_Cabana_-_Frases
4606,3638,ela,\u\,A_Cabana_-_Frases
4606,3638,o,\f\\a\\s\,A_Cabana_-_Frases
4606,3638,com,\g\\r\\a\.\s\\a\,A_Cabana_-_Frases
4607,3639,é,\E\\pau\,A_Cabana_-_Frases
4607,3639,"seguí-la,",\k\\o~\.\k\\l\\u\'\i\\u\,A_Cabana_-_Frases
4607,3639,concluiu,\m\\a\\k\.\k\,A_Cabana_-_Frases
4608,3640,o,\p\\o~\.\t\\u\,A_Cabana_-_Frases
4608,3640,ponto.,,A_Cabana_-_Frases
4609,3641,ser,'\s\\e\\R\\e\.\a\\w\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases
4610,3642,extremidade,\e\\s\.\t\\r\\e\.\m\\i\'\d\\a\.\dZ\\i\,A_Cabana_-_Frases
4611,3643,Mack.,\a\.\Z\\u\'\d\\a\\R\,A_Cabana_-_Frases
4612,3644,beira,\n\\a\,A_Cabana_-_Frases
4612,3644,e,'\b\\ej\.\r\\a\,A_Cabana_-_Frases
4612,3644,balançaram,\i\,A_Cabana_-_Frases
4612,3644,os,\b\\a\.\l\\a~\'\s\\a\.\r\\a~\\w~\,A_Cabana_-_Frases
4612,3644,descalços,'\p\\E\\js\,A_Cabana_-_Frases
4612,3644,na,\d\\e\\s\'\k\\a\\w\.\s\\u\\s\,A_Cabana_-_Frases
4612,3644,"água,",\n\\a\,A_Cabana_-_Frases
4612,3644,olhando,'\a\.\g\\u\\a\\pau\,A_Cabana_-_Frases
4612,3644,os,\o\'\L\\a~\.\d\\u\,A_Cabana_-_Frases
4612,3644,efeitos,\u\\z\,A_Cabana_-_Frases
4612,3644,do,\e\'\f\\ej\.\t\\u\\s\,A_Cabana_-_Frases
4612,3644,vento,\d\\u\,A_Cabana_-_Frases
4612,3644,na,'\v\\e~\.\t\\u\,A_Cabana_-_Frases
4612,3644,superfície,\n\\a\,A_Cabana_-_Frases
4612,3644,do,\s\\u\.\p\\e\\X\'\f\\i\\s\\i\,A_Cabana_-_Frases
4612,3644,lago.,\d\\u\,A_Cabana_-_Frases
4613,3645,romper,\R\\o~\'\p\\e\\r\,A_Cabana_-_Frases
4614,3646,vi,\v\\i\,A_Cabana_-_Frases
4615,3647,parecido,\p\\a\.\r\\e\'\s\\i\.\d\\u\,A_Cabana_-_Frases
4616,3648,a,\i~\.\m\\a\.\Z\\e~j~\.\d\\u\,A_Cabana_-_Frases
4616,3648,imagem,\s\\E\\u\,A_Cabana_-_Frases
4616,3648,Céu,'\v\\o\.\s\\e\,A_Cabana_-_Frases
4616,3648,que,\t\\e~j~\.\n\\a\,A_Cabana_-_Frases
4616,3648,você,\k\\a\'\b\\E\.\k\\a\,A_Cabana_-_Frases
4616,3648,cabeca.,,A_Cabana_-_Frases
4617,3649,de,\p\\o\\X\.\t\\o~\\j~\\z\,A_Cabana_-_Frases
4617,3649,portões,\a\'\d\\o\\R\.\n\\a\.\d\\u\\z\,A_Cabana_-_Frases
4617,3649,adornados,\i\,A_Cabana_-_Frases
4617,3649,e,\R\\u\.\a\\js\,A_Cabana_-_Frases
4617,3649,ruas,'\dZ\\i\,A_Cabana_-_Frases
4617,3649,ouro.,,A_Cabana_-_Frases
4618,3650,nova,'\p\\u\.\r\\i\.\f\\i\.\k\\a\.\s\\a~\\w~\,A_Cabana_-_Frases
4618,3650,purificação,\d\\u\,A_Cabana_-_Frases
4618,3650,do,\u~\.\n\\i\.\v\\E\\X\.\s\\u\\pau\,A_Cabana_-_Frases
4618,3650,"universo,",\dZ\\i\,A_Cabana_-_Frases
4618,3650,vai,'\s\\i\,A_Cabana_-_Frases
4618,3650,se,\p\\a\.\r\\e\.\s\\e\\R\,A_Cabana_-_Frases
4618,3650,parecer,\b\\a\\s\'\t\\a~\.\tS\\i\,A_Cabana_-_Frases
4618,3650,bastante,'\k\\o~\,A_Cabana_-_Frases
4618,3650,isso,'\a\.\k\\i\,A_Cabana_-_Frases
4619,3651,é,\E\\E\.\s\\a\,A_Cabana_-_Frases
